state,district,year,basic_infra_index,digital_infra_index,learning_env_index,infrastructure_index,GER_primary,GPI,GPI_Category,PTR,PTR_Category,Retention_Rate,Dropout_Rate,infra_growth_pct,digital_infra_growth_pct,GER_growth_pct,GPI_growth_pct,PTR_change_pct,Retention_change_pct
ANDHRA PRADESH,ELURU,2023-24,1.145710809632027,1.7124352210136191,0.9049605297329012,1.0,27.269186727370965,1.0670507180524067,High Female Participation,6.277861610133548,Optimal,100.0,0.0,0.0,-7.76,-17.6,4.53,2.52,0.0
ANDHRA PRADESH,GUNTUR,2023-24,1.1787983526989263,1.9609269697622729,0.8954833210802517,1.0,34.059144996356714,0.9837062745927212,Equal,6.14048656673531,Optimal,100.0,0.0,0.0,14.51,24.9,-7.81,-2.19,0.0
ANDHRA PRADESH,KADAPA,2023-24,1.0994801449522833,1.8568438871126436,0.8824382476312337,1.0,26.486848146429747,1.0232692056013613,High Female Participation,6.410492444975203,Optimal,100.0,0.0,0.0,-5.31,-22.23,4.02,4.4,0.0
ANDHRA PRADESH,KAKINADA,2023-24,1.1628941396342278,1.9299592916072943,0.8886257188144235,1.0,34.19347274544431,1.0522011413754384,High Female Participation,6.428381061162329,Optimal,100.0,0.0,0.0,3.94,29.1,2.83,0.28,0.0
ANDHRA PRADESH,KONASEEMA,2023-24,1.0753026276941244,1.829675652170384,0.8910781143019403,1.0,26.52004452699675,1.082185873792708,High Female Participation,6.585450789825616,Optimal,100.0,0.0,0.0,-5.2,-22.44,2.85,2.44,0.0
ANDHRA PRADESH,KRISHNA,2023-24,1.144527027027027,1.8405625916363808,0.8786695010828753,1.0,28.354654254887908,1.0012919340252358,Equal,5.737461032747924,Optimal,100.0,0.0,0.0,0.6,6.92,-7.48,-12.88,0.0
ANDHRA PRADESH,KURNOOL,2023-24,1.1175553361309964,1.8705006290549409,0.8948928226517905,1.0,42.46571722521695,0.9505447905734592,Low Female Participation,8.404810400229417,Optimal,100.0,0.0,0.0,1.63,49.77,-5.07,46.49,0.0
ANDHRA PRADESH,MANYAM,2023-24,1.258000904568069,1.6401913843293474,0.8994823288360015,1.0,23.261260580343617,1.090069724770642,High Female Participation,6.58386701500474,Optimal,100.0,0.0,0.0,-12.31,-45.22,14.68,-21.67,0.0
ANDHRA PRADESH,NANDYAL,2023-24,1.2452189643830467,1.7537201578927983,0.8996229143213184,1.0,32.85983100454744,0.9823239240120724,Equal,7.199661447147458,Optimal,100.0,0.0,0.0,6.92,41.26,-9.88,9.35,0.0
ANDHRA PRADESH,NELLORE,2023-24,1.214954043974221,1.766665004804786,0.8886095218582971,1.0,23.58972579546651,1.041755700611773,High Female Participation,6.267681041131587,Optimal,100.0,0.0,0.0,0.74,-28.21,6.05,-12.94,0.0
ANDHRA PRADESH,NTR,2023-24,1.261890028288543,1.9354706607431171,0.8901576122492043,1.0,40.80276351319488,0.9870087109820596,Equal,6.3842729770870985,Optimal,100.0,0.0,0.0,9.56,72.97,-5.26,1.86,0.0
ANDHRA PRADESH,PALNADU,2023-24,1.2811666551110494,1.807924093974886,0.8928547925936192,1.0,30.698693568575475,0.9991845410733072,Equal,6.757150075795857,Optimal,100.0,0.0,0.0,-6.59,-24.76,1.23,5.84,0.0
ANDHRA PRADESH,PRAKASAM,2023-24,1.2293527835454046,1.8076838447510544,0.8849465903427151,1.0,25.25584022657728,1.0379740941086992,High Female Participation,6.4718641454231545,Optimal,100.0,0.0,0.0,-0.01,-17.73,3.88,-4.22,0.0
ANDHRA PRADESH,SRI SATYASAI,2023-24,1.1467041744807946,1.6580755013253017,0.8948922971233417,1.0,25.01423978835836,1.0158873174797611,Equal,6.411990059092626,Optimal,100.0,0.0,0.0,-8.28,-0.96,-2.13,-0.93,0.0
ANDHRA PRADESH,SRIKAKULAM,2023-24,1.2743578041465642,1.6369014058768514,0.9157005985514484,1.0,26.672187457483776,1.0522532101334798,High Female Participation,5.990689961196176,Optimal,100.0,0.0,0.0,-1.28,6.63,3.58,-6.57,0.0
ANDHRA PRADESH,TIRUPATI,2023-24,1.154295680943647,1.8436876612907973,0.9050940694639656,1.0,24.78593029686614,1.002819326826656,Equal,6.067043480028842,Optimal,100.0,0.0,0.0,12.63,-7.07,-4.7,1.27,0.0
ANDHRA PRADESH,VISAKHAPATNAM,2023-24,1.3301141896078603,2.416789934761297,0.9053711726579646,1.0,44.50178999893627,0.9581564826481028,Low Female Participation,6.269547476966126,Optimal,100.0,0.0,0.0,31.08,79.54,-4.45,3.34,0.0
ANDHRA PRADESH,VIZIANAGARAM,2023-24,1.2469864698646986,2.135998177228468,0.8757569500769742,1.0,27.304876890392887,1.0586111398234253,High Female Participation,5.635622907599821,Optimal,100.0,0.0,0.0,-11.62,-38.64,10.48,-10.11,0.0
ANDHRA PRADESH,WEST GODAVARI,2023-24,1.0690602984412272,1.8220792145563256,0.9109601866761072,1.0,29.03496823255284,1.0363582068577852,High Female Participation,6.505595025646206,Optimal,100.0,0.0,0.0,-14.7,6.34,-2.1,15.44,0.0
ANDHRA PRADESH,ANAKAPALLI,2024-25,1.1019635929573262,1.8560214698282969,0.908866126928233,1.0,26.89258463667982,1.0980402050195306,High Female Participation,5.775219907407407,Optimal,96.1883352018998,3.811664798100196,0.0,1.86,-7.38,5.95,-11.23,-3.81
ANDHRA PRADESH,ANANTAPUR,2024-25,1.069429347826087,1.888229300643228,0.9236012968320904,1.0,33.15559193891704,0.9888355869568612,Equal,7.000714381039856,Optimal,99.13686216843334,0.8631378315666609,0.0,1.74,23.29,-9.95,21.22,3.07
ANDHRA PRADESH,ANNAMAYYA,2024-25,1.0448226427459657,1.842506027538768,0.9433371442254248,1.0,23.17382050592633,1.0687662620686011,High Female Participation,6.502579111789188,Optimal,97.59343513377902,2.4065648662209753,0.0,-2.42,-30.11,8.08,-7.12,-1.56
ANDHRA PRADESH,ASR,2024-25,1.0734945855682625,1.8068280446171212,0.9397726214647848,1.0,22.594583815746976,1.16364453156906,High Female Participation,8.464064817984708,Optimal,98.01372895446768,1.9862710455323336,0.0,-1.94,-2.5,8.88,30.16,0.43
ANDHRA PRADESH,BAPATLA,2024-25,1.0386123275836388,1.8223517216288865,0.9300026488975892,1.0,21.564524578296723,1.1053848052991824,High Female Participation,5.366036523322443,Optimal,91.76092399927649,8.239076000723529,0.0,0.86,-4.56,-5.01,-36.6,-6.38
ANDHRA PRADESH,CHITTOOR,2024-25,1.0096977074457292,1.833761929369992,0.9295228943869344,1.0,21.603059298710615,1.0574354858409087,High Female Participation,5.797848383829444,Optimal,95.74361360687944,4.25638639312055,0.0,0.63,0.18,-4.34,8.05,4.34
ANDHRA PRADESH,EAST GODAVARI,2024-25,1.1005499970744836,1.9586692054897497,0.9311605289985244,1.0,31.767289162114576,1.041426306264706,High Female Participation,5.786952462535011,Optimal,95.98805244572762,4.011947554272382,0.0,6.81,47.05,-1.51,-0.19,0.26
ANDHRA PRADESH,ELURU,2024-25,1.0660461934083565,1.841244668318195,0.9281131203403234,1.0,26.14986050712333,1.093484148695943,High Female Participation,5.949705776855739,Optimal,95.89527098318582,4.104729016814176,0.0,-6.0,-17.68,5.0,2.81,-0.1
ANDHRA PRADESH,GUNTUR,2024-25,1.0854583333333334,2.0848188009870423,0.9117624221517832,1.0,33.68058046108187,0.9858333355082696,Equal,5.996642602692223,Optimal,98.8885084011494,1.1114915988506056,0.0,13.23,28.8,-9.84,0.79,3.12
ANDHRA PRADESH,KADAPA,2024-25,1.0385237305264765,1.9412646470089043,0.9091753082432372,1.0,26.13427875207866,1.0330202327625009,High Female Participation,6.236792285603715,Optimal,98.66888882964878,1.331111170351221,0.0,-6.89,-22.41,4.79,4.0,-0.22
ANDHRA PRADESH,KAKINADA,2024-25,1.0629109462942508,2.0366809829100694,0.9230983414492796,1.0,32.907374753547906,1.0831180936630835,High Female Participation,6.150724457544658,Optimal,96.23876170323253,3.761238296767474,0.0,4.92,25.92,4.85,-1.38,-2.46
ANDHRA PRADESH,KONASEEMA,2024-25,0.9590127708423016,1.9042083432648984,0.912834508196705,1.0,25.240038278929127,1.1017889898357756,High Female Participation,6.176189328699887,Optimal,95.17343854093228,4.826561459067719,0.0,-6.5,-23.3,1.72,0.41,-1.11
ANDHRA PRADESH,KRISHNA,2024-25,1.07471556421332,1.925708669525988,0.9135435427731496,1.0,27.937030777711534,1.0357006186026638,High Female Participation,5.573947100712106,Optimal,98.52714311582768,1.472856884172316,0.0,1.13,10.69,-6.0,-9.75,3.52
ANDHRA PRADESH,KURNOOL,2024-25,1.0544316588303226,2.052606863283329,0.8973862376022398,1.0,39.98950739160927,0.9848362731578189,Equal,7.811663792915294,Optimal,94.16892025990026,5.831079740099739,0.0,6.59,43.14,-4.91,40.15,-4.42
ANDHRA PRADESH,MANYAM,2024-25,1.0499664564604858,1.74426497394867,0.916777775227134,1.0,21.941728948717028,1.1370030051764557,High Female Participation,5.930422442964742,Optimal,94.32734254848756,5.6726574515124355,0.0,-15.02,-45.13,15.45,-24.08,0.17
ANDHRA PRADESH,NANDYAL,2024-25,1.1504166666666666,1.9113356636839336,0.9208723031828476,1.0,30.56864618475336,1.0115338392718047,Equal,6.56665425517423,Optimal,93.0273992599749,6.972600740025101,0.0,9.58,39.32,-11.04,10.73,-1.38
ANDHRA PRADESH,NELLORE,2024-25,1.0728712528703093,1.8614663641771905,0.9048415524827872,1.0,22.852250882510695,1.0666736881043146,High Female Participation,6.043546848356008,Optimal,96.87374529339571,3.1262547066042714,0.0,-2.61,-25.24,5.45,-7.97,4.13
ANDHRA PRADESH,NTR,2024-25,1.2025710301551331,2.036847297758112,0.9204875936392384,1.0,40.09471327915289,0.9785903108793532,Low Female Participation,6.099329555431399,Optimal,98.2647002970448,1.7352997029552029,0.0,9.42,75.45,-8.26,0.92,1.44
ANDHRA PRADESH,PALNADU,2024-25,1.1277578103400607,1.9696665276846683,0.9085016316038804,1.0,28.58497245948505,1.0330386763221835,High Female Participation,6.1064168318503835,Optimal,93.11462194842676,6.885378051573227,0.0,-3.3,-28.71,5.56,0.12,-5.24
ANDHRA PRADESH,PRAKASAM,2024-25,1.0200877285699188,1.887273343488447,0.9047962654216776,1.0,23.61845902568039,1.0748743662412723,High Female Participation,5.955181376245408,Optimal,93.51682151055964,6.483178489440363,0.0,-4.18,-17.37,4.05,-2.48,0.43
ANDHRA PRADESH,SRI SATYASAI,2024-25,1.0190690586686986,1.815328629596286,0.9183155688866844,1.0,24.73647913271775,1.0215853326063251,High Female Participation,6.236086874250994,Optimal,98.88958985765429,1.1104101423457138,0.0,-3.81,4.73,-4.96,4.72,5.75
ANDHRA PRADESH,SRIKAKULAM,2024-25,1.0811414339686358,1.763211803195566,0.9249976054608442,1.0,25.044904872000743,1.0903129951195922,High Female Participation,5.520042007981516,Optimal,93.89895340201488,6.101046597985132,0.0,-2.87,1.25,6.73,-11.48,-5.05
ANDHRA PRADESH,TIRUPATI,2024-25,1.0633972252646953,1.9749419494073135,0.9369254432200136,1.0,24.402853267194065,1.015090425488472,Equal,5.88964392281679,Optimal,98.45445773031764,1.5455422696823715,0.0,12.01,-2.56,-6.9,6.7,4.85
ANDHRA PRADESH,VISAKHAPATNAM,2024-25,1.2543805700293271,2.5135252082528905,0.9333662878630976,1.0,43.53711945487788,0.9658901984823578,Low Female Participation,6.02800956910546,Optimal,97.8322882201335,2.1677117798664938,0.0,27.27,78.41,-4.85,2.35,-0.63
ANDHRA PRADESH,VIZIANAGARAM,2024-25,1.0945648831488313,2.1838885776216665,0.9106992031372404,1.0,25.46693320749165,1.0871451762171347,High Female Participation,5.221368251257235,Optimal,93.26880802180833,6.7311919781916885,0.0,-13.11,-41.51,12.55,-13.38,-4.66
ANDHRA PRADESH,WEST GODAVARI,2024-25,1.0126566717443009,1.9181428566671996,0.9426983508165228,1.0,27.99298995047334,1.0588527633713525,High Female Participation,6.183802283801218,Optimal,96.41129870115968,3.58870129884032,0.0,-12.17,9.92,-2.6,18.43,3.37
ARUNACHAL PRADESH,ANJAW,2023-24,0.7128635346756151,0.789261744966443,0.7810429819462892,0.7610560871961157,15.225995605458197,1.2742908871454437,High Female Participation,4.397316219369895,Optimal,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,CAPITAL COMPLEX ITANAGAR,2023-24,1.2343976777939043,1.7063059034945165,0.9823326635196226,1.0,37.03538867992117,1.1334843337108342,High Female Participation,3.0950711938663744,Optimal,100.0,0.0,31.4,116.19,143.24,-11.05,-29.61,0.0
ARUNACHAL PRADESH,CHANGLANG,2023-24,0.9954746136865342,1.324377387840994,0.9264020349412372,1.0,24.05181357742855,1.1312411681582666,High Female Participation,5.721036826299985,Optimal,100.0,0.0,0.0,-22.38,-35.06,-0.2,84.84,0.0
ARUNACHAL PRADESH,DIBANG VALLEY,2023-24,0.6955257270693511,0.7287202259698612,0.8119154651677656,0.745387139402326,9.251291067173876,1.3829113924050631,High Female Participation,1.6935907499094311,Optimal,100.0,0.0,-25.46,-44.98,-61.54,22.25,-70.4,0.0
ARUNACHAL PRADESH,EAST KAMENG,2023-24,0.8867399267399267,1.1664991461386751,0.9057247431381172,0.9863212720055732,23.41605355028038,1.127334056137815,High Female Participation,4.1848892115797875,Optimal,100.0,0.0,32.32,60.08,153.11,-18.48,147.1,0.0
ARUNACHAL PRADESH,EAST SIANG,2023-24,0.8986406619385343,1.137511456268567,0.8772826887386161,0.9711449356485724,20.12676215650142,1.1709746128605147,High Female Participation,2.3658720200752823,Optimal,100.0,0.0,-1.54,-2.49,-14.05,3.87,-43.47,0.0
ARUNACHAL PRADESH,KAMLE,2023-24,0.9708431836091412,0.7053719855700049,0.9621526650979542,0.8794559447590334,16.024038185307145,1.107183151560737,High Female Participation,3.403638196612545,Optimal,100.0,0.0,-9.44,-37.99,-20.38,-5.45,43.86,0.0
ARUNACHAL PRADESH,KRA DADI,2023-24,0.9020793950850662,1.028150144357974,0.860597922888424,0.9302758207771546,20.480846071192197,1.3275995861355403,High Female Participation,4.797920554518795,Optimal,100.0,0.0,5.78,45.76,27.81,19.91,40.96,0.0
ARUNACHAL PRADESH,KURUNG KUMEY,2023-24,0.8696202531645569,0.8901999556812166,0.8288582341197097,0.8628928143218277,22.402444004065114,1.2611506140917903,High Female Participation,4.190746273183603,Optimal,100.0,0.0,-7.24,-13.42,9.38,-5.01,-12.65,0.0
ARUNACHAL PRADESH,LEPA RADA,2023-24,0.9640419947506562,1.2124766766731778,0.8476462337210254,1.0,13.916482895546364,1.2141768292682926,High Female Participation,2.552149186757846,Optimal,100.0,0.0,15.89,36.2,-37.88,-3.72,-39.1,0.0
ARUNACHAL PRADESH,LOHIT,2023-24,0.8921212121212122,1.1056309550094,0.7612691986825731,0.9196737886043952,18.394552032026372,1.2943709304767903,High Female Participation,3.2754122938530736,Optimal,100.0,0.0,-8.03,-8.81,32.18,6.6,28.34,0.0
ARUNACHAL PRADESH,LONGDING,2023-24,1.102007299270073,1.3985439715506738,0.7719531862278743,1.0,54.74992091508607,1.0327935718073171,High Female Participation,12.05563618771166,Optimal,100.0,0.0,8.73,26.49,197.64,-20.21,268.06,0.0
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,2023-24,1.0322004357298475,1.1221892461870813,0.8325795876400207,0.9956564231856498,18.768535974885214,1.100951374207188,High Female Participation,2.8453829634931997,Optimal,100.0,0.0,-0.43,-19.76,-65.72,6.6,-76.4,0.0
ARUNACHAL PRADESH,LOWER SIANG,2023-24,0.8823842065299925,1.1409642163060991,0.7720903592987223,0.9318129273782714,13.444882059996388,1.2580794090489382,High Female Participation,2.3178092986603622,Optimal,100.0,0.0,-6.41,1.67,-28.36,14.27,-18.54,0.0
ARUNACHAL PRADESH,LOWER SUBANSIRI,2023-24,1.0165391156462584,1.1374436583826442,0.898083455853973,1.0,20.59844978851359,1.02856260614482,High Female Participation,2.726718675882632,Optimal,100.0,0.0,7.32,-0.31,53.21,-18.24,17.64,0.0
ARUNACHAL PRADESH,NAMSAI,2023-24,1.2442429476108232,1.1727625164590074,0.9279312758109712,1.0,22.798905836406373,1.0513120351747045,High Female Participation,4.70143653516295,Optimal,100.0,0.0,0.0,3.11,10.68,2.21,72.42,0.0
ARUNACHAL PRADESH,PAKKE KESSANG,2023-24,0.8774603174603175,1.0449548646017843,0.9332705306839048,0.9518952375820025,20.672133260624108,1.2281176072997633,High Female Participation,5.2906043653705055,Optimal,100.0,0.0,-4.81,-10.9,-9.33,16.82,12.53,0.0
ARUNACHAL PRADESH,PAPUM PARE,2023-24,1.0619989017023612,1.4601691257191949,0.8401929438007167,1.0,20.53481699111823,1.1416438208891038,High Female Participation,3.3459987459156473,Optimal,100.0,0.0,5.05,39.74,-0.66,-7.04,-36.76,0.0
ARUNACHAL PRADESH,SHI YOMI,2023-24,0.9666666666666666,1.3013688760570317,0.8814467804369182,1.0,22.24937719236784,1.2985806451612905,High Female Participation,5.421180766889836,Optimal,100.0,0.0,0.0,-10.88,8.35,13.75,62.02,0.0
ARUNACHAL PRADESH,SIANG,2023-24,0.8874141876430205,1.2021168491827547,0.8672838247887322,0.9856049538715024,21.938283500447668,1.0620793846999037,High Female Participation,3.3955317034798274,Optimal,100.0,0.0,-1.44,-7.63,-1.4,-18.21,-37.37,0.0
ARUNACHAL PRADESH,TAWANG,2023-24,0.8103833090732653,1.049288108334532,0.9966267377955706,0.9520993850677892,18.9071692747191,1.616269113149847,High Female Participation,3.7721049875234898,Optimal,100.0,0.0,-3.4,-12.71,-13.82,52.18,11.09,0.0
ARUNACHAL PRADESH,TIRAP,2023-24,0.8598173515981735,1.3670244245454672,0.7868885108772278,1.0,25.83168656303241,1.069180879173673,High Female Participation,5.456215360253365,Optimal,100.0,0.0,5.03,30.28,36.62,-33.85,44.65,0.0
ARUNACHAL PRADESH,UPPER SIANG,2023-24,0.8187396351575457,1.2357548638694658,0.7741423620034975,0.9428789536768362,14.15284812746902,1.0547558985012613,High Female Participation,2.7172955204237943,Optimal,100.0,0.0,-5.71,-9.6,-45.21,-1.35,-50.2,0.0
ARUNACHAL PRADESH,UPPER SUBANSIRI,2023-24,0.9221860296778864,1.0337586703846315,0.876661255051828,0.9442019850381153,19.7103157685225,1.300420168067227,High Female Participation,4.208560439382102,Optimal,100.0,0.0,0.14,-16.35,39.27,23.29,54.88,0.0
ARUNACHAL PRADESH,WEST KAMENG,2023-24,0.8948,1.2288821959601628,1.011358149731524,1.0,21.51893347345342,1.1825604683407798,High Female Participation,3.75064677278647,Optimal,100.0,0.0,5.91,18.88,9.18,-9.06,-10.88,0.0
ARUNACHAL PRADESH,WEST SIANG,2023-24,0.9368986254295532,1.321367863403168,0.8733490775665755,1.0,19.198127430574264,1.1584043030031377,High Female Participation,2.6640856271642237,Optimal,100.0,0.0,0.0,7.53,-10.78,-2.04,-28.97,0.0
ARUNACHAL PRADESH,ANJAW,2024-25,0.7319264069264069,0.7350477399032798,0.8234142556124404,0.7634628008140423,15.030695344258415,1.2485380116959064,High Female Participation,3.931492842535788,Optimal,98.71732354152417,1.2826764584758337,-23.65,-44.37,-21.71,7.78,47.57,-1.28
ARUNACHAL PRADESH,CAPITAL COMPLEX ITANAGAR,2024-25,1.1830938996460545,1.824736171019764,0.9943313772166326,1.0,32.68901088882115,1.121324516239233,High Female Participation,2.787507615352551,Optimal,88.26425765728114,11.735742342718863,30.98,148.25,117.48,-10.19,-29.1,-10.59
ARUNACHAL PRADESH,CHANGLANG,2024-25,0.8543391430646332,1.3087811675393584,0.9409339907792345,1.0,24.39778519949789,1.0877665544332211,High Female Participation,5.545800104345234,Optimal,101.43844297210924,-1.438442972109243,0.0,-28.28,-25.36,-2.99,98.95,14.93
ARUNACHAL PRADESH,DIBANG VALLEY,2024-25,0.788888888888889,0.6718671021585161,0.8720614417596264,0.7776058109356772,9.682321782012323,1.3753846153846154,High Female Participation,1.7652439024390243,Optimal,104.65914121292607,-4.659141212926073,-22.24,-48.66,-60.31,26.44,-68.17,3.18
ARUNACHAL PRADESH,EAST KAMENG,2024-25,0.8217045454545454,1.183926908769894,0.9383493205475052,0.9813269249239815,22.725692858988342,1.1360885798892753,High Female Participation,3.982228448284091,Optimal,97.05176327082762,2.948236729172379,26.2,76.21,134.71,-17.4,125.59,-7.27
ARUNACHAL PRADESH,EAST SIANG,2024-25,0.8419753086419753,1.1888728695368087,0.908888041086226,0.9799120730883364,19.327144646776055,1.1692640200204756,High Female Participation,2.30843723520155,Optimal,96.02709316328324,3.97290683671676,-0.14,0.42,-14.95,2.92,-42.03,-1.06
ARUNACHAL PRADESH,KAMLE,2024-25,0.7287191726332538,0.661888228302918,0.945400741680072,0.7786693808720813,13.238451320662016,1.1592670894996475,High Female Participation,2.4782115198015084,Optimal,82.6161992849012,17.3838007150988,-20.54,-44.33,-31.5,-0.85,7.35,-13.97
ARUNACHAL PRADESH,KRA DADI,2024-25,0.7167557932263815,1.0210757164946314,0.7944990531678261,0.844110187629613,14.904299379941724,1.4573602264685068,High Female Participation,3.6188118811881185,Optimal,72.77189295859074,27.22810704140926,8.4,54.27,12.58,25.71,46.03,-11.92
ARUNACHAL PRADESH,KURUNG KUMEY,2024-25,0.7982923497267759,0.9553050957200216,0.860517725912632,0.8713717237864764,21.198634694058413,1.259268998159348,High Female Participation,3.8135818908122503,Optimal,94.62643758962967,5.373562410370312,3.23,-6.44,42.23,-13.59,5.38,30.03
ARUNACHAL PRADESH,LEPA RADA,2024-25,0.8763814616755793,1.189166240668318,0.8469054702801255,0.9708177242080076,13.87519554918615,1.2079918032786885,High Female Participation,2.381873445703233,Optimal,99.70332053960684,0.2966794603931504,11.41,24.48,-34.55,-4.07,-37.54,5.37
ARUNACHAL PRADESH,LOHIT,2024-25,0.8408568443051202,1.1554796682622237,0.7881925807355931,0.9281763644343124,20.31735370672172,1.3210089468578203,High Female Participation,4.15274831243973,Optimal,110.45310411119338,-10.453104111193383,-4.39,-2.83,46.43,9.36,74.35,10.78
ARUNACHAL PRADESH,LONGDING,2024-25,0.7636789689513767,1.4001867286519594,0.7804167434585134,0.98142748035395,54.9172453536846,1.0259953161592503,High Female Participation,12.564996368917935,Optimal,100.30561585441929,-0.3056158544192868,5.74,21.18,170.3,-22.33,202.57,-9.19
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,2024-25,0.9211546565528866,1.185692694861424,0.8332234729437816,0.9800236081193642,18.688175499549672,1.096925704526046,High Female Participation,2.7222838137472283,Optimal,99.5718340767598,0.4281659232402148,-0.14,-15.32,-65.97,6.91,-78.33,-0.73
ARUNACHAL PRADESH,LOWER SIANG,2024-25,0.797864225781846,1.158855009441008,0.833398207587239,0.9300391476033644,14.876048506474032,1.2005772005772006,High Female Participation,2.4431115929277696,Optimal,110.64469320066335,-10.644693200663369,-5.1,-2.26,-20.4,9.45,-10.26,11.12
ARUNACHAL PRADESH,LOWER SUBANSIRI,2024-25,0.961158363710004,1.1666916655451074,0.94562867545748,1.0,20.036435487632556,1.022725590347176,High Female Participation,2.5487638563723474,Optimal,97.27156991593398,2.7284300840660194,7.52,0.68,34.69,-14.81,4.32,-12.09
ARUNACHAL PRADESH,NAMSAI,2024-25,0.9447578347578348,1.1966681250776068,0.8387067409049257,0.9933775669134558,22.214155881217913,1.0511687571265678,High Female Participation,4.5541139240506325,Optimal,97.43518412951772,2.5648158704822777,-0.66,2.57,10.87,2.78,78.68,0.17
ARUNACHAL PRADESH,PAKKE KESSANG,2024-25,0.7843843843843844,1.007286019067105,0.9361380183362032,0.9092694739292309,17.90571929047119,1.2903225806451617,High Female Participation,4.482688391038696,Optimal,86.6176657470454,13.382334252954609,-8.47,-15.83,-19.4,22.75,-1.57,-11.1
ARUNACHAL PRADESH,PAPUM PARE,2024-25,0.933613680964396,1.5532184960291646,0.8678316968759707,1.0,20.393899470064945,1.152805986103688,High Female Participation,3.0182840014986887,Optimal,99.3137629562794,0.6862370437206096,9.98,54.2,13.9,-10.66,-32.67,14.66
